title,building1,building2,price,bedroom,bathroom,area
Best Priced | Huge 1 Bedroom | Jumeirah Bay X1,JLT Jumeirah Lake Towers,X1,70000,1 Bedrooms,1 Bathrooms,992,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/big-master-one-bedroom-jlt-jumeirah-bay-x1-2-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
Chiller Free Luxury Furnished Green Lake,JLT Jumeirah Lake Towers,Green Lakes 2,90000,1 Bedrooms,2 Bathrooms,1012,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/4/chiller-free-luxury-furnished-green-lake-2/
VERY  CLOSE TO METRO ONE BHK WITH LAKE VIEW,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/8/very-close-to-metro-one-bhk-with-lake-view-2/
BEST TOWER-1 BED - NEAR CHILDREN PARK IN JLT,JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/best-tower-1-bed-near-children-park-in-jlt-2/
LARGE LAY OUT 1 BED ON HIGHER FLOOR IN JLT,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/large-lay-out-1-bed-on-higher-floor-in-jlt-2/
specious 1bedroom for rent in jlt v03 tower just for 70k by4,JLT Jumeirah Lake Towers,V3 Tower,70000,1 Bedrooms,2 Bathrooms,805,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/specious-1bedroom-for-rent-in-jlt-v03-towe-2/
1 BEDROOM FOR RENT IN O2 RESIDENCE - JLT,JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/5/1-bedroom-for-rent-in-o2-residence-jlt-2/
BIG 1BED+LAUNDRY AND STORE ROOM JUST 70K IN PALLADIUM TOWER FULL MARINA AND LAKE VIEW 1100sqft,JLT Jumeirah Lake Towers,Palladium,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/huge-1bed-laundry-and-store-room-just-70k--2/
Spacious Brand New Apartment - Lake View,JLT Jumeirah Lake Towers,Dubai Gate 2,70000,1 Bedrooms,2 Bathrooms,972,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/spacious-brand-new-apartment-lake-view-2/
Amazing Full Lake View and Upgraded Unit,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,1 Bathrooms,718,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/amazing-full-lake-view-and-upgraded-unit-2/
1 bed palladium tower in jlt 70k,JLT Jumeirah Lake Towers,Palladium,70000,1 Bedrooms,2 Bathrooms,1080,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-bed-palladium-tower-in-jlt-70k-2/
HUGE 1BED+ LAUNDRY ROOM JUST 70K IN PALLADIUM TOWER 1100sqft NEXT TO JLT  METRO STATION,JLT Jumeirah Lake Towers,Palladium,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/huge-1bed-laundry-room-just-70k-in-palladi-2/
BIG CORNER 1BED WITG FULL GLASS JUST 70K IN INDIGO TOWER FRONT OF JLT METRO STATION FULL MARINA VIEW,JLT Jumeirah Lake Towers,Indigo Tower,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/big-corner-1bed-witg-full-glass-just-70k-i-2/
"Bright Spacious with Lake View 1 bedroom in Arch tower, Jumeirah Lake Tower",JLT Jumeirah Lake Towers,Dubai Arch,70000,1 Bedrooms,2 Bathrooms,802,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/bright-spacious-with-lake-view-1-bedroom-i-2/
POOL VIEW - 1 BED HIGHER FLOOR - IN JLT,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,2 Bathrooms,790,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/pool-view-1-bed-higher-floor-in-jlt-2/
BEST PRICE 1 BED HIGHER FLOOR IN LAKE TERRACE JLT,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,1 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/best-price-1-bed-higher-floor-in-lake-terr-2/
Near Metro Furnished 1BR at X1 Tower  JLT,JLT Jumeirah Lake Towers,X1,70000,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/28/near-metro-furnished-1br-at-x1-tower-jlt-2/
"1br  high floor for rent in O2 Residence, 4 cheques!!!",JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,1 Bathrooms,856,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/1br-high-floor-for-rent-in-o2-residence-2/
Full golf Course View|1BR| X1 @ 70K Only,JLT Jumeirah Lake Towers,X1,70000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/full-golf-course-view-1br-x1-70k-only-2/
1 BED PALLADIUM TOWER IN JLT SIZE 1080 SQ FEET,JLT Jumeirah Lake Towers,,70000,1 Bedrooms,2 Bathrooms,1080,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1-bed-palladium-tower-in-jlt-size-1080-sq--2/
Bright One Bedroom Apartment  For Rent,JLT Jumeirah Lake Towers,Armada 1,70000,1 Bedrooms,2 Bathrooms,896,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/bright-one-bedroom-apartment-for-rent-2/
Urgent RENT | 1 B/R Apartment  | Lakeside Residence | JLT,JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/urgent-rent-1-br-apartment-lakeside-reside-2/
Full golf Course View|1BR| X1@ 70K Only,JLT Jumeirah Lake Towers,Jumeirah Bay 1,70000,1 Bedrooms,2 Bathrooms,1000,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/full-golf-course-view-1br-x1-70k-only-2/
Amazing Large 1 BHK  with full lake view  very close to Jlt MS,JLT Jumeirah Lake Towers,Lake City,70000,1 Bedrooms,2 Bathrooms,840,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/amazing-large-1-bhk-with-full-lake-view-ve-2/
JLT GOLDCREST EXECUITVE FULLY FURNISHED 1B/R NEXT TO METRO 70K,JLT Jumeirah Lake Towers,Goldcrest Executive,70000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/goldcrest-executive-furnished-1br-availabl-2/
Beautiful 1BR w Nice Layout and View | Armada 3,JLT Jumeirah Lake Towers,Armada 3,70000,1 Bedrooms,1 Bathrooms,803,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/beautiful-1br-w-nice-layout-and-view-armad-2/
Stunning Meadows View |Reduced Price 1BR,JLT Jumeirah Lake Towers,V3 Tower,70000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/stunning-meadows-view-reduced-price-1br-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
V3|1bed|Unfurnished|Meadows view|lower floor,JLT Jumeirah Lake Towers,V3 Tower,73000,1 Bedrooms,2 Bathrooms,807,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/15/v3-1bed-unfurnished-meadows-view-lower-flo-2/
Biggest 1Bed Best Tower in JLT Al Sheraa,JLT Jumeirah Lake Towers,Al Shera,75000,1 Bedrooms,2 Bathrooms,1021,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/biggest-1bed-best-tower-in-al-sheraa-jlt-2/
1BR Golf View Sunrise Facing Family Bldg [II],JLT Jumeirah Lake Towers,V3 Tower,70000,1 Bedrooms,1 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/1-br-golf-view-sunrise-facing-family-bldg--2/
Amazing Ciller/AC Free Huge Size 1BHK With Store Room @ 70K,JLT Jumeirah Lake Towers,Concorde,70000,1 Bedrooms,2 Bathrooms,1200,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/6/amazing-cillerac-free-huge-size-1bhk-with--2/
1 BEDROOM FOR RENT IN O2 RESIDENCE - JLT,JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/1/1-bedroom-for-rent-in-o2-residence-jlt-2/
"1br for rent in O2 Residence, JLT, mid floor, type 10",JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/28/1br-for-rent-in-o2-residence-jlt-2/
1 Bedroom in Icon 2 in JLT.,JLT Jumeirah Lake Towers,Icon Tower 2,70000,1 Bedrooms,1 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/1-bedroom-in-icon-2-in-jlt-2/
Beautiful 1BR @ O2 Residence facing Park,JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,2 Bathrooms,864,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/11/beautiful-1br-o2-residence-facing-park-2/
X1|Duplex| Higher Floor|Balcony|Bright  Lake view,JLT Jumeirah Lake Towers,X1,70000,1 Bedrooms,2 Bathrooms,871,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/4/x1-duplex-higher-floor-balcony-bright-lake-2/
1 BR Fully Furnished in Lake View Tower JLT 75k,JLT Jumeirah Lake Towers,,70000,1 Bedrooms,2 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/1/1-br-fully-furnished-in-lake-view-tower-jl-2/
Hot Offer | Fully Furnished 1BR Hall | Lake Facing,JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/29/hot-offer-fully-furnished-1br-hall-lake-fa-2/
"1 Bed Room, Nice Layout, With balcony in Dubai Arch",JLT Jumeirah Lake Towers,Dubai Arch,70000,1 Bedrooms,2 Bathrooms,920,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/23/1-bed-room-nice-layout-with-balcony-in-dub-2/
Unfurnished 1 Huge Bedroom  Balcony Apartment for Rent in Lakeshore Tower,JLT Jumeirah Lake Towers,Lake Shore,70000,1 Bedrooms,2 Bathrooms,966,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/6/unfurnished-1-bedroom-apartment-for-rent-i-2/
"1 BR Apartment in Lake View Towers, JLT!!!",JLT Jumeirah Lake Towers,Lake View,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/5/1-br-apartment-in-lake-view-towers-jlt--2/
Specious 1BR || Lake Facing || LSR Tower,JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/1/lakeside-tower-specious-1br-900-sqft-2/
1 Bedroom I Fully Furnished I Near Metro,JLT Jumeirah Lake Towers,Global Lake View,70000,1 Bedrooms,2 Bathrooms,652,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/24/1-bedroom-i-fully-furnished-i-near-metro-2/
Fully Furnished (1BR Hall) 2Bath- 70k @JLT,JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,970,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/22/p-lavish-furnished-1br-hall-lake-facing-2/
Spacious 1 Bedroom Apt  | Nice Lake View,JLT Jumeirah Lake Towers,V3 Tower,70000,1 Bedrooms,2 Bathrooms,846,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/11/spacious-1-bedroom-apt-nice-lake-view-2/
Indigo Tower - 1 Bed (850sqft) - JLT @70k,JLT Jumeirah Lake Towers,Indigo Tower,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/10/1-month-free-1br-hall-2-bath-indigo-tower-2/
1Bed (1050sqft) GCV2 - JLT @70k,JLT Jumeirah Lake Towers,Goldcrest Views 2,70000,1 Bedrooms,2 Bathrooms,1050,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/29/with-dewa-1-bed-plus-study-1150sqft-gcv2-j-2/
Vacant Now |1BR in MAG 214 | Near Metro|,JLT Jumeirah Lake Towers,Mag 214,70000,1 Bedrooms,2 Bathrooms,825,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/23/vacant-now-1br-in-mag-214-near-metro--2/
1 bed Vacant I  Unfurnished I Near Metro,JLT Jumeirah Lake Towers,Armada 3,70000,1 Bedrooms,2 Bathrooms,843,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/3/1-bed-vacant-i-unfurnished-i-near-metro-2/
Ready to move in-1 Bed Lakeside Residence-JLT (unfurnished),JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,762,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/ready-to-move-in-1-bed-lakeside-residence--2/
Indigo Tower | Specious 1BR | 880SqFt,JLT Jumeirah Lake Towers,Indigo Tower,70000,1 Bedrooms,2 Bathrooms,880,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/indigo-tower-specious-1br-880sqft-2/
Superb One Bedroom for Rent Armada 3 JLT,JLT Jumeirah Lake Towers,Armada 3,70000,1 Bedrooms,1 Bathrooms,843,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/21/superb-one-bedroom-for-rent-armada-3-jlt-2/
Next to Metro : Semi Furnished 1BR Hall,JLT Jumeirah Lake Towers,Indigo Tower,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/4/next-to-metro-semi-furnished-1br-hall-2/
Fully Lake View | Specious 1BR | 850SqFt .,JLT Jumeirah Lake Towers,Lake Terrace,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/27/fully-lake-view-specious-1br-850sqft-2/
"1 B/R APT AT ICON TOWER , COMMUNITY VIEW",JLT Jumeirah Lake Towers,Icon Tower 2,55000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/1-br-apt-at-icon-tower-community-view-2/
Low Floor Large 1 Bed I Cluster N,JLT Jumeirah Lake Towers,Lake Point,59999,1 Bedrooms,2 Bathrooms,980,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/10/low-floor-large-1-bed-i-cluster-n-2/
Chiller free/ High floor/ Balcony,JLT Jumeirah Lake Towers,Concorde,60000,1 Bedrooms,2 Bathrooms,730,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/25/spacious-1-br-apartment-on-high-floor-equi-2/
Refurbished 1BR Duplex w/ refreshing lake view,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/21/refurbished-1br-duplex-w-refreshing-lake-v-2/
1BR Duplex apt for rent in X1|High floor,JLT Jumeirah Lake Towers,Jumeirah Bay 1,75000,1 Bedrooms,2 Bathrooms,971,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/1br-duplex-apt-for-rent-in-x1-high-floor-2/
SZR Facing | Specious 1 BR | 2 Baths | .,JLT Jumeirah Lake Towers,Lakeside Residence,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/27/szr-facing-specious-1-br-2-baths--2/
One Bedroom Apartment for Rent in Lake Point  JLT,JLT Jumeirah Lake Towers,Lake Point,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/26/one-bedroom-apartment-for-rent-in-lake-poi-2/
1 Bedroom with Amazing View on High Floor,JLT Jumeirah Lake Towers,Goldcrest Views 2,70000,1 Bedrooms,1 Bathrooms,702,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/13/rare-1-bedroom-high-floor-amazing-view-2/
"1 BEDROOM WITH BEAUTIFUL VIEW IM O2 TOWER, JLT",JLT Jumeirah Lake Towers,O2 Residence,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/2/1/1-bedroom-with-beautiful-view-in-o2-tower--2/
Amazing 1 BR APT in Jumeirah Lake Towers,JLT Jumeirah Lake Towers,Armada 3,71000,1 Bedrooms,2 Bathrooms,845,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/amazing-1-br-apt-in-jumeirah-lake-towers-2/
HUGE 1BED JUST 72K IN AL SHERA TOWER JLT 1100sqft NEXT TO JLT METRO STATION FAMILY BUILDING,JLT Jumeirah Lake Towers,Al Shera,72000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/huge-1bed-just-72k-in-al-shera-tower-jlt-1-2/
"Large 1 BR, Nice Layout, Balcony, Cluster X",JLT Jumeirah Lake Towers,Jumeirah Bay 1,72000,1 Bedrooms,1 Bathrooms,991,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/26/large-1-br-nice-layout-balcony-cluster-x-2/
Fully Furnished | Balcony | Mid Floor,JLT Jumeirah Lake Towers,Icon Tower 1,72000,1 Bedrooms,2 Bathrooms,748,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/25/fully-furnished-balcony-mid-floor-2/
Fully Furnished | Well Maintained |1 Bed,JLT Jumeirah Lake Towers,Icon Tower 1,72000,1 Bedrooms,2 Bathrooms,748,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/24/fully-furnished-well-maintained-1-bed-2/
"Fully Furnished 1 Bedroom for Rent in Armada 1, JLT",JLT Jumeirah Lake Towers,Armada 1,72000,1 Bedrooms,2 Bathrooms,897,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/24/fully-furnished-1-bedroom-for-rent-in-arma-2/
BIG XXL 1BED IN FRONT JLT METRO STATION AL SHERA TOWER 1100sqft JUST 72k,JLT Jumeirah Lake Towers,Al Shera,72000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/23/huge-xxl-1bed-in-front-jlt-metro-station-a-2/
1 Bed /Fully Furnished/ Fully Equipped/Lake Shore Tower,JLT Jumeirah Lake Towers,Lake Shore,72000,1 Bedrooms,2 Bathrooms,1114,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/19/1-bed-fully-furnished-fully-equippedlake-s-2/
Fully Furnished 1 Bedroom l Available on December 1st,JLT Jumeirah Lake Towers,V3 Tower,72000,1 Bedrooms,2 Bathrooms,806,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/15/fully-furnished-1-bedroom-l-available-on-d-2/
Furnished  Type 1 I 1 Bed I Vacant/Ready,JLT Jumeirah Lake Towers,V3 Tower,72000,1 Bedrooms,1 Bathrooms,810,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/13/best-view-type-1-i-1-bed-i-vacantready-2/
Fully Furnished Best Deal Ever ! Only Limited Time !,JLT Jumeirah Lake Towers,Indigo Tower,72000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/12/fully-furnished-2min-to-metro-best-deal-ev-2/
CHILLER FREE I Golf Course  Partial Sea View,JLT Jumeirah Lake Towers,X1,72000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/golf-course-partial-sea-view-i-chiller-fre-2/
Full Lake View|1BR+Storage|Semi Furnished,JLT Jumeirah Lake Towers,Lake Shore,72000,1 Bedrooms,2 Bathrooms,967,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/full-lake-view-1br-storage-semi-furnished-2/
Cozy Furnished  1 Bedroom in Saba Tower 3 JLT,JLT Jumeirah Lake Towers,Saba Tower 3,72000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/cozy-furnished-1-bedroom-in-saba-tower-3-j-2/
Amazing Deal | Furnished Apartment | 2 min to Metro,JLT Jumeirah Lake Towers,Indigo Tower,72000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/amazing-deal-furnished-apartment-2-min-to--2/
