title,building1,building2,price,bedroom,bathroom,area
1 Bedroom with Balcony plus Storage room,Dubai Marina,Crown Residence,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/2/1-bedroom-with-balcony-storage-room-2/
Spacious 1 bed apt in Panoramic Tower Dubai Marina,Dubai Marina,Panoramic Tower,70000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/27/spacious-1-bed-apt-in-panoramic-tower-duba-2/
Close to Metro !!!  Fully Furnished 1bedroom apartment for Rent in Marina Diamond 3,Dubai Marina,Marina Diamond 3,70000,1 Bedrooms,2 Bathrooms,727,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/23/close-to-metro-station-fully-furnished-1be-2/
Spacious 1 BR Apt with Beautiful  Marina View,Dubai Marina,The Princess Tower,70000,1 Bedrooms,1 Bathrooms,862,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/23/spacious-1-br-apt-with-beautiful-marina-vi-2/
Spacious-1 BR apartment with Balcony in Cascades Tower Dubai,Dubai Marina,The Cascades,70000,1 Bedrooms,2 Bathrooms,880,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/19/spacious-1-br-apartment-with-balcony-in-ca-2/
"Amazing Apartment, Spacious 1Br Sulafa Tower",Dubai Marina,Sulafa Tower,70000,1 Bedrooms,2 Bathrooms,733,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/18/amazing-apartment-spacious-1br-sulafa-towe-2/
"Fully Furnished 1BR  In Marina Time Place,Dubai Marina",Dubai Marina,Time Place Tower,70000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/4/fully-furnished-1br-in-marina-time-place-d-2/
Maintained/spacious/ 1BR in marina pearl,Dubai Marina,Marina Pearl,70000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/30/maintainedspacious-1br-in-marina-pearl-2/
Nice | Chiller free | 1Bed | in Yacht Bay @70k only,Dubai Marina,Yacht Bay,70000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/18/nice-chiller-free-1bed-in-yacht-bay-73k-on-2/
High Floor Furnished 1BR  w/Huge Balcony,Dubai Marina,Escan Tower,70000,1 Bedrooms,1 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/16/high-floor-furnished-1br-w-huge-balcony-2/
Lovely 1 bed Time Place Marina Views Furnished Next to Metro,Dubai Marina,Time Place Tower,70000,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/10/lovely-marina-views-furnished-next-to-metr-2/
"Fully furnished 1 Bedroom- Dream Tower, Dubai Marina",Dubai Marina,Dream Tower,70000,1 Bedrooms,2 Bathrooms,678,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/9/fully-furnished-1-bedroom-dream-tower-duba-2-2/
"Fully furnished 1 Bedroom - Dream Tower, Marina",Dubai Marina,Dream Tower,70000,1 Bedrooms,2 Bathrooms,678,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/3/fully-furnished-1-bedroom-dream-tower-mari-2-2/
CHILLER  FREE  |  AMAZING  VIEWS |  1BHK,Dubai Marina,The Torch,70000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/1/chiller-free-amazing-views-1bhk-2/
Chiller Free / Furnished 1 Bed In Marina Diamond,Dubai Marina,Marina Diamond 6,70000,1 Bedrooms,1 Bathrooms,714,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/25/chiller-free-furnished-1-bed-in-marina-dia-2/
Nice|Chiller free 1Bed| in Yacht Bay@70k,Dubai Marina,Yacht Bay,70000,1 Bedrooms,2 Bathrooms,746,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/24/nice-huge-chiller-free-1bed-in-yacht-bay-1-2-2/
Sea view - one bed- next to tram station,Dubai Marina,Bay Central,70000,1 Bedrooms,2 Bathrooms,695,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/23/sea-view-one-bed-next-to-tram-station-2/
"4 Cheques Option Avail, 1 Bed in Marina Diamond 1",Dubai Marina,Marina Diamond 1,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/7/70k-4-cheques-1-bed-in-marina-diamond-1-2/
Hot Deal | 1 Bedroom | 1056 sq ft | Luxury Apartment and Building,Dubai Marina,Opal Marina,70000,1 Bedrooms,2 Bathrooms,1056,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/7/hot-deal-1-bedroom-lower-floor-1056-sq-ft--2/
Vacant Soon | Spacious 1BR | Diamond 2 |,Dubai Marina,Marina Diamond 2,70000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/29/vacant-soon-spacious-1br-diamond-2--2/
"Multiple 1, 2BR with other layout, Cheap",Dubai Marina,Marina First,70000,1 Bedrooms,1 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/23/multiple-1-2br-with-other-layout-cheap-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Furnished 1 Bed Dream Tower Marina Chiller Free,Dubai Marina,Dream Tower,70000,1 Bedrooms,2 Bathrooms,731,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/5/22/furnished-1-bed-dream-tower-marina-chiller-2/
Huge and Bright| 1BR| Chiller free| Mag 218 @70K Only,Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/26/huge-and-bright-1-br-with-sea-view-chiller-2/
Amazing Price 1BR Sea View Marina Pinnacle,Dubai Marina,Marina Pinnacle,70000,1 Bedrooms,2 Bathrooms,801,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/22/amazing-price-1br-sea-view-marina-pinnacle-2/
Spacious Huge and Bright 1BR Mag 218@70K,Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,886,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/18/spacious-huge-and-bright-1br-mag-218-70k-2/
Huge and Bright| 1BR| Sulafa Tower @ 70K Only,Dubai Marina,Sulafa Tower,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/15/huge-and-bright-1br-sulafa-tower-70k-only-2/
Beautiful View | 1 Bedroom   Hall,Dubai Marina,Elite Residence,70000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/8/amazing-1-bedroom-hall-apartment-for-rent--2/
"Chiller Free,Huge 890 Sqft .1Bed-MAG 218",Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,897,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/top-floor-full-glass-windows-furnishunfurn-2/
"Chiller Free,Huge 890 Sqft .1Bed-MAG 218",Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,896,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/multiple-units-chiller-free-huge-1bed-mag--2/
"Chiller Free,Huge 890 Sqft .1Bed-MAG 218",Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,890,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/upto-4-chqes-huge-1-br-chiller-free-mag218-2/
Sea View|Spacious|Huge and Bright 1 BR| Sulafa Tower @ 70K,Dubai Marina,Sulafa Tower,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/5/spacious-huge-and-bright-1-br-sulafa-tower-2/
4 chqs|Huge and Bright|1BR | Chiller free| Sulafa Tower @70K Only,Dubai Marina,Sulafa Tower,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/29/huge-bright-1br-chiller-free-sulafa-tower--2/
Spacious 1BR| Huge and Bright| Chiller Free |Mag 218 @ 70k,Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/29/spacious-1br-huge-and-bright-chiller-free--2/
Spacious Bright  and Huge 1BR Mag 218 @ 70K only,Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/29/spacious-bright-and-huge-1br-mag-218-72k-o-2/
Huge  Bright 1 BR Sulafa Tower@70K Only,Dubai Marina,Sulafa Tower,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/19/huge-bright-1-br-sulafa-tower-70k-only-2/
Spacious Huge and Bright 1BR Mag 218@70K,Dubai Marina,MAG 218 Tower,70000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/3/19/spacious-huge-and-bright-1br-mag-218-72k-2/
M HUGE 1BR LAUNDRY IN OPAL;KITCHEN FITTED;1.5 BATHS!HUGE BALCONY!BOOK NOW!-INDIVIDUAL!,Dubai Marina,Opal Marina,70000,1 Bedrooms,2 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2016/11/9/m-huge-1br-laundry-in-opal-kitchen-fitted--2/
"huge 1bedroom w/balcony, chiller free near to DMCC metro",Dubai Marina,Dream Tower,71000,1 Bedrooms,1 Bathrooms,1100,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/11/huge-1bedroom-wbalcony-chiller-free-near-t-2/
"One Bedroom Huge Layout, Dream Tower Dubai Marina",Dubai Marina,Dream Tower,71000,1 Bedrooms,1 Bathrooms,1200,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/one-bedroom-huge-layout-dream-tower-dubai--2/
CHILLER FREE / FURNISHED / UNFURNISHED / 1BHK FOR RENT IN TORCH TOWER,Dubai Marina,The Torch,71000,1 Bedrooms,2 Bathrooms,820,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/chiller-free-furnished-unfurnished-1bhk-fo-2/
Marina view from a cozy apt  Bay Central,Dubai Marina,Bay Central,71999,1 Bedrooms,2 Bathrooms,646,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/marina-view-from-a-cozy-apt-bay-central-2/
"Sea View ! 1 Bhk Available in Marina Crown, Marina",Dubai Marina,Marina Crown,71999,1 Bedrooms,2 Bathrooms,760,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/sea-view-1-bhk-available-in-marina-crown-m-2/
high floor 1 bedroom in elite residence,Dubai Marina,Elite Residence,72000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/10/high-floor-1-bedroom-in-elite-residence-2/
High floor semi Furnished 1 bedroom in Elite Residence,Dubai Marina,Elite Residence,72000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/9/high-floor-semi-furnished-1-bedroom-in-eli-2/
Cheapest Biggest Layout High Floor 1 Bed,Dubai Marina,Elite Residence,72000,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/7/1-bed-high-floor-unit-in-2/
Fully Furnished 1 Bedroom - Spacious and Neat Unit,Dubai Marina,The Belvedere,72000,1 Bedrooms,2 Bathrooms,818,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/6/fully-furnished-1-bedroom-spacious-and-nea-2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
A Spacious 1 bedroom with garden close to Metro Station,Dubai Marina,Marina Diamond 1,72000,1 Bedrooms,1 Bathrooms,1040,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/31/a-spacious-1-bedroom-with-garden-close-to--2/
Amazing SEA Views ! RARE Type B for RENT,Dubai Marina,Sulafa Tower,72000,1 Bedrooms,2 Bathrooms,950,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/30/amazing-sea-views-rare-type-b-for-rent-2/
Mid floor/ Un-furnished/ Balcony,Dubai Marina,The Torch,72000,1 Bedrooms,2 Bathrooms,978,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/mid-floor-un-furnished-balcony-2/
1 Bedroom I Low Floor I AC Free,Dubai Marina,The Torch,72000,1 Bedrooms,2 Bathrooms,972,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/1-bedroom-i-low-floor-i-ac-free-2/
One Bedroom+Hall | MAG 218 - Unfurnished,Dubai Marina,MAG 218 Tower,72000,1 Bedrooms,2 Bathrooms,844,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/29/one-bedroom-hall-mag-218-unfurnished-2/
EXQUISITELY Furnished 1BHK - Dubai Marina,Dubai Marina,,72000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/25/exquisitely-furnished-1bhk-dubai-marina-2/
Sea View ! 1 Bhk Available in Marina Crown Tower ! Marina,Dubai Marina,Marina Crown,72000,1 Bedrooms,2 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/i-bed-sea-view-m-crown-marina-2/
Cozy Apartment | Vacant | Must See Unit,Dubai Marina,The Princess Tower,72000,1 Bedrooms,2 Bathrooms,922,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/23/cozy-apartment-vacant-must-see-unit-2/
Hot Price 1 BHK @72k Stunning Sea View,Dubai Marina,The Princess Tower,72000,1 Bedrooms,2 Bathrooms,923,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/22/hot-price-1-bhk-75k-stunning-sea-view-2/
"Spacious F,Furnished 1 Bedroom for Rent at Belvedere Tower Dubai Marina",Dubai Marina,The Belvedere,72000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/13/spacious-1-bedroom-for-rent-at-belvedere-2/
"Ready to Move In 1BR , Well Maintained Apt Like Brand New in Waves A",Dubai Marina,The Waves Tower A,72000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/ready-to-move-in-1br-well-maintained-apt-l-2/
Huge 1 Bedroom in Sulafa Tower,Dubai Marina,Sulafa Tower,72000,1 Bedrooms,2 Bathrooms,920,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/8/huge-1-bedroom-in-sulafa-tower-2/
Amazing Deal Marina  JBR View One Bedroom Apartment In Dubai Marina Jewels T,Dubai Marina,The Jewels,72000,1 Bedrooms,2 Bathrooms,1105,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/3/amazing-deal-one-bed-room-apartment-in-dub-2/
"Sea view, very nice 1 br, M crown.",Dubai Marina,Marina Crown,72000,1 Bedrooms,2 Bathrooms,755,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/27/sea-view-very-nice-1-br-m-crown-2/
"Deal of the Day !!! 1 Bedroom for Rent in Marina Heights, Call now for Viewing and Booking.",Dubai Marina,Marina Heights,72000,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/22/deal-of-the-day-1-bedroom-for-rent-in-mari-2/
chiller free sea view 1 bedroom in marina crown,Dubai Marina,Marina Crown,72000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/4/chiller-free-sea-view-1-bedroom-in-marina--2/
Just move in I Furnished 1BR|Time Place,Dubai Marina,Time Place Tower,73000,1 Bedrooms,1 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/chiller-free-i-1-bed-apartment-time-place-2/
Unfurnished  1 BR Apt.  in  Sulafa Sower,Dubai Marina,Sulafa Tower,73000,1 Bedrooms,2 Bathrooms,966,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/unfurnished-1-br-apt-in-sulafa-sower-2/
LARGE 1 BED APT OPPOSITE TO METRO STATION CHILLER FREE 73K,Dubai Marina,The Cascades,73000,1 Bedrooms,2 Bathrooms,850,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/4/large-1-bed-apt-opposite-to-metro-station--2/
"Princess Tower 1BR Fully Furnished AED 73,000",Dubai Marina,The Princess Tower,73000,1 Bedrooms,1 Bathrooms,860,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/24/princess-tower-1br-fully-furnished-aed-73--2/
Breathtaking view from 53rd floor...1 bed apt  in Elite Residence Dubai Marin,Dubai Marina,Elite Residence,73000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/18/breathtaking-view-from-53rd-floor1-bed-apt-2/
Amazing Deal 1 BHK Available With Best Offer,Dubai Marina,Elite Residence,73000,1 Bedrooms,2 Bathrooms,957,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/amazing-deal-1-bhk-available-with-best-off-2/
"Hot offer-1BR partial marina view,high floor -73 k",Dubai Marina,Elite Residence,73000,1 Bedrooms,2 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/16/1br-partial-marina-view-high-floor-76k-2/
Spacious Full Sea View 1B/R + Hall For Rent@73k Dubai Marina,Dubai Marina,Bay Central,73000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/14/spacious-full-sea-view-1br-hall-for-rent-7-2/
Spacious 1 Bed Apartment Ready To Move In !!! DEC Tower !!!,Dubai Marina,DEC Towers,73000,1 Bedrooms,2 Bathrooms,824,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/9/spacious-1-bed-apartment-ready-to-move-in--2/
Brand New |Marina View |Fully Furnished,,,117600,1 Bedrooms,2 Bathrooms,895,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/4/brand-new-marina-view-2/
Biggest  1 BHK in Dubai Marina in 6 chks,Dubai Marina,Marina Crown,73000,1 Bedrooms,2 Bathrooms,839,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/biggest-1-bhk-in-dubai-marina-in-6-chks-2/
EXCELLENT HUGE CHILLER FREE 1BR IN DUBAI MARINA 73K,Dubai Marina,,73000,1 Bedrooms,2 Bathrooms,900,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/7/excellent-huge-chiller-free-1br-in-dubai-m-2/
Semi furnished 1 bedroom in Elite residence in Marina,Dubai Marina,Elite Residence,73000,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/26/semi-furnished-1-bedroom-in-elite-residenc-2/
"Partial Sea View 1BR in Elite Residence,callO55-1676044",Dubai Marina,Elite Residence,73000,1 Bedrooms,2 Bathrooms,960,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/23/partial-sea-view-1br-in-elite-residence-ca-2/
Just move in| 1BR |Fully Furnished,Dubai Marina,Marina View Tower A,73000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/8/1/next-to-mall-furnished-2beds-marina-view-t-2/
"Huge 1br on High Floor, 4 Cheques Next to Metro,Dubai Marina",Dubai Marina,Dream Tower,73000,1 Bedrooms,2 Bathrooms,1250,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/7/3/huge-1br-on-high-floor-4-cheques-next-to-m-2/
Superb Deal | Full Sea View Lavish 1B/R + Hall | Dubai Marina,Dubai Marina,Bay Central,73000,1 Bedrooms,2 Bathrooms,750,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/6/6/ful-sea-view-bright-1br-in-dubai-marina-2/
OutStanding on the Sea 1B with sea View,Dubai Marina,Marina First,73000,1 Bedrooms,2 Bathrooms,975,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/4/3/outstanding-on-the-sea-1b-with-sea-view-2/
NICE AND CHEAPER  1 BEDROOM APARTMENT IN ELITE RESIDENCE DUBAI MARINA 73500 AED,Dubai Marina,,73500,1 Bedrooms,1 Bathrooms,800,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/11/3/nice-and-cheaper-1-bedroom-apartment-in-el-2/
Rent aprtament,Dubai Marina,Marina Pinnacle,73500,1 Bedrooms,2 Bathrooms,780,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/9/24/rent-aprtament-2/
UNFURNISHED\5MINS WALK TO JBR BEACH\SPACIOUS\CHILLER FREE,Dubai Marina,DEC Towers,73999,1 Bedrooms,2 Bathrooms,823,https://dubai.dubizzle.com/property-for-rent/residential/apartmentflat/2018/10/21/unfurnished-5mins-walk-to-jbr-beach-spacio-2/
